item_type,title,creators,first_name,last_name,ean_isbn13,upc_isbn10,description,publisher,publish_date,group,tags,notes,price,length,number_of_discs,number_of_players,age_group,ensemble,aspect_ratio,esrb,rating,review,review_date,status,began,completed,added,copies
book,Autobiography,Morrissey,Morrissey,Morrissey,9780141394817,0141394811,"Paperback. Pub Date :2013-08-09 Pages: 480 Language: English Publisher:. Penguin Classics Steven Patrick Morrissey was born in Manchester on May 22nd 1959 Singer-songwriter and co-founder of the Smiths (1982-1987). Morrissey has been a solo artist for twenty-six years. during which time he has had three number 1 albums in England in three different decades.Achieving eleven Top 10 albums (plus nine with the Smiths). his songs have been recorded by David Bowie. Nancy Sinatra. Marianne Faithfull. Chrissie Hynde. Thelma Houston. My Chemical Romance and Christy Moore. amongst others.An animal protectionist. in 2006 Morrissey was voted the second greatest living British icon by viewers of the BBC. losing out to Sir David Attenborough. In 2007 Morrissey was voted the greatest northern male. past or present. in a nationwide newspaper poll. In 2012. Morrissey was awarded the Keys to ...","Penguin Classics",2013-10-17,,memoir,,,480,,,,,,,,,,,,,2016-08-13,1
book,"Why I am not a Christian: and Other Essays on Religion and Related Subjects (Routledge Classics)","Bertrand Russell",Bertrand,Russell,9780415325103,0415325102,"Why I am not a Christian is considered one of the most blasphemous philosophical documents ever written, and at a time when we have faith schools and wars over religious beliefs, its message today couldn&#039;t be more relevant.",Routledge,2004-02-02,,"philosophy, religion",,,256,,,,,,,,,,,,,2016-08-13,1
book,"Inventing the Individual: The Origins of Western Liberalism","Larry Siedentop",Larry,Siedentop,9780141009544,0141009543,,Penguin,2015-01-29,,"history, philosophy, politics",,,448,,,,,,,,,,,,,2016-08-13,1
book,"Tractatus Logico-Philosophicus (Routledge Great Minds)","Ludwig Wittgenstein",Ludwig,Wittgenstein,9780415854757,0041585475,"Ludwig Wittgenstein is one of the greatest and most fascinating philosophers of all time. His Tractatus Logico-Philosophicus, composed in a series of remarkable numbered propositions, was the only book he published in his lifetime. He tackles noth",Routledge,2013-07-02,,"philosophy, wittgenstein",,,144,,,,,,,,,,,,,2016-08-13,1
book,"Wittgenstein (The Routledge Philosophers)","William Child",William,Child,9780415312066,041531206X,Wittgenstein,Routledge,2011-04-27,,"philosophy, wittgenstein",,,304,,,,,,,,,,,,,2016-08-13,1
book,"Tender is the Night: A Romance (Penguin Modern Classics)","F. Scott Fitzgerald",F.,Fitzgerald,9780141183596,0141183594,"Ships from Spain. Please allow 10-18 business days to arrive at UK address (10-21 worldwide) due to postal service checks and customs.","Penguin Classics",2001-06-28,,fiction,,,400,,,,,,,,,,,,,2016-08-13,1
book,"Howl, Kaddish and Other Poems (Penguin Modern Classics)","Allen Ginsberg",Allen,Ginsberg,9780141190167,0141190167,"Written by a beat movement icon and visionary poet who broke boundaries with his fearless, pyrotechnic verse, this book presents a collection of his famous poems. It includes the apocalyptic &#039;Howl&#039;, which became the subject of an obscenity trial when it was first published in 1956.","Penguin Classics",2009-02-26,,poetry,,,128,,,,,,,,,,,,,2016-08-13,1
book,"The Everything Store: Jeff Bezos and the Age of Amazon","Brad Stone",Brad,Stone,9780552167833,0552167835,,Corgi,2014-07-31,,"business, economics",,,464,,,,,,,,,,,,,2016-08-13,1
book,"Pragmatism: The Classic Writings","Charles Sanders Peirce, William James, Clarence Irving Lewis, John Dewey, George Herbert Mead",Charles,Peirce,9780915145379,0915145375,,"Hackett Publishing Co, Inc",1982-01-01,,"philosophy, pragmatism",,,383,,,,,,,,,,,,,2016-08-13,1
book,"The Proper Study Of Mankind: An Anthology of Essays (Vintage Classics)","Isaiah Berlin",Isaiah,Berlin,9780099582762,0099582767,"The Proper Study of Mankind Isaiah Berlin was one of the leading thinkers of the century, and one of the finest writers. This title selects some of the best of his essays. It encapsulates the principal movements that characterise the modern age: romanticism, historicism, Fascism, relativism, irrationalism and nationalism. Full description","Vintage Classics",2013-07-04,,philosophy,,,720,,,,,,,,,,,,,2016-08-13,1
book,"The Rachel Papers","Martin Amis",Martin,Amis,9780099455424,0099455420,"Title: Rachel Papers Binding: Paperback Author: Martin Amis Publisher: VINTAGE",Vintage,2003-08-13,,fiction,,,224,,,,,,,,,,,,,2016-08-13,1
book,"Time's Arrow","Martin Amis",Martin,Amis,9780099455356,0099455358,"Time&#039;s Arrow tells the story, backwards, of the life of Nazi war criminal, Doctor Tod T.Friendly. He dies and then feels markedly better, breaks up with his lovers as a prelude to seducing them and mangles his patients before he sends them home... Escaping from the body of the dying doctor who had worked in Nazi concentration camps, the doctor&#039;s consciousness begins living the doctor&#039;s life backwards. Format: 13 sm x 19,5 sm.",Vintage,2003-08-13,,fiction,,,176,,,,,,,,,,,,,2016-08-13,1
book,"Pride and Prejudice (Penguin English Library)","Jane Austen",Jane,Austen,9780141199078,0141199075,,"Penguin Classics",2012-12-06,,fiction,,,416,,,,,,,,,,,,,2016-08-13,1
book,"A Clockwork Orange: Restored Edition (Penguin Modern Classics)","Anthony Burgess",Anthony,Burgess,9780141197531,0141197536,,"Penguin Classics",2013-12-05,,fiction,,,352,,,,,,,,,,,,,2016-08-13,1
book,"The Plague (Penguin Modern Classics)","Albert Camus",Albert,Camus,9780141185132,0141185139,"The townspeople of Oran are in the grip of a deadly plague. Each person responds in their own way to the disease: some resign themselves to fate, some seek blame, and a few resist the terror. This title is in part an allegory of France&#039;s suffering under the Nazi occupation, and a story of bravery against the precariousness of human existence.","Penguin Classics",2002-12-05,,fiction,,,256,,,,,,,,,,,,,2016-08-13,1
book,"The Outsider","Albert Camus",Albert,Camus,9780140180183,0140180184,,"Penguin Books Ltd",1983-05-25,,fiction,,,119,,,,,,,,,,,,,2016-08-13,1
book,"L'Exil Et Le Royaume (Folio)","Albert Camus",Albert,Camus,9782070360789,2070360784,,"Editions Flammarion",1972-04-18,,"fiction, french",,,185,,,,,,,,,,,,,2016-08-13,1
book,"A Shropshire Lad (Collectors Library)","A. E. Housman, D. J. Butterfield",A.,Housman,9781907360558,1907360557,"Shropshire Lad","Macmillan Collector's Library",2012-04-01,,poetry,,,128,,,,,,,,,,,,,2016-08-13,1
book,"Of Love and Other Demons (Marquez 2014)","Gabriel Garcia Marquez",Gabriel,Marquez,9780241968741,0241968747,,Penguin,2014-03-06,,fiction,,,176,,,,,,,,,,,,,2016-08-13,1
book,"Cien Anos De Soledad","Gabriel Garcia Marquez",Gabriel,Marquez,9788497592208,8497592204,,"Nuevas Ediciones de Bolsillo",,,"fiction, spanish",,,494,,,,,,,,,,,,,2016-08-13,1
book,"The Spirit Level","Seamus Heaney",Seamus,Heaney,9780571178223,0571178227,"The poems in Seamus Heaney&#039;s collection The Spirit Level keep discovering the possibilities of &#039;a new beginning&#039; in all kinds of subjects and circumstances. What is at stake, in poem after poem, is the chance of buoyancy and balance, physical, spiritual and political. Private memories, classical scenes, humble domestic objects - a whitewash brush, a sofa, a swing - are endowed with talismanic significance, while friends and relatives are invoked for their promise and steadfastness. Throughout the collection, Heaney addresses his concerns, which inevitably include the political situation in his native Northern Ireland, in a poetry that never ceases to be fluid, alert and completely truthful.",,,,poetry,,,70,,,,,,,,,,,,,2016-08-13,1
book,"For Whom The Bell Tolls [Vintage Hemingway, 2005]","Ernest Hemingway",Ernest,Hemingway,9780099595618,0099595613,"&#039;For Whom The Bell Tolls&#039; (Vintage Classics 2005) - paperback edition.","Vintage Classics",,,fiction,,,490,,,,,,,,,,,,,2016-08-13,1
book,"A Moveable Feast (Vintage Classics)","Ernest Hemingway",Ernest,Hemingway,9780099285045,0099285045,"Title: Moveable Feast Binding: Paperback Author: Ernest Hemingway Publisher: VINTAGE","Vintage Classics",2000-10-05,,"history, memoir",,,192,,,,,,,,,,,,,2016-08-13,1
book,"Death In The Afternoon [Vintage Hemingway, 2000]","Ernest Hemingway",Ernest,Hemingway,9780099595625,0099595621,"&#039;Death In The Afternoon&#039; (Vintage Classics 2000) - paperback edition.","Vintage Classics",,,"history, memoir",,,344,,,,,,,,,,,,,2016-08-13,1
book,"A Farewell To Arms","Ernest Hemingway",Ernest,Hemingway,9780099910107,0099910101,"A young American volunteers for the Italian ambulance service in World War I. Working near the front, he meets and falls in love with a British nurse. Disillusioned by the war, he makes the decision to desert, taking his new love to Switzerland.",Arrow,1994-08-18,,fiction,,,304,,,,,,,,,,,,,2016-08-13,1
book,"Go Set a Watchman","Harper Lee",Harper,Lee,9781785150289,1785150286,,"William Heinemann",2015-07-14,,fiction,,,288,,,,,,,,,,,,,2016-08-13,1
book,"EL HEROE DISCRETO","Mario Vargas Llosa",Mario,Llosa,9788420414898,8420414891,"Alfaguara. Tres Cantos, Madrid. 2013. 24 cm. 383 p. Encuadernación en tapa blanda de editorial ilustrada. Vargas Llosa, Mario 1936- .. Este libro es de segunda mano y tiene o puede tener marcas y señales de su anterior propietario. Cubierta deslucida. ISBN: 978-84-204-1489-8",Alfaguara,2013-09-01,,"fiction, spanish",,,,,,,,,,,,,,,,2016-08-13,1
book,"A David Lodge Trilogy: Changing Places, Small World, Nice Work","David Lodge",David,Lodge,9780140172973,0140172971,"Lines up David Lodge&#039;s trio of comic novels that revolve around the University of Rummidge and the lives of its role-swapping academics. David Lodge exposes the dizzy pursuit of knowledge - literary, commercial, romantic and erotic - with unparalleled wit and insight.",Penguin,2002-08-29,,fiction,,,912,,,,,,,,,,,,,2016-08-13,1
book,"Sweet Tooth","Ian McEwan",Ian,McEwan,9780099578789,0099578786,"Title: Sweet Tooth Binding: Paperback Author: Ian McEwan Publisher: VINTAGE",Vintage,2013-05-09,,fiction,,,384,,,,,,,,,,,,,2016-08-13,1
book,Saturday,"Ian McEwan",Ian,McEwan,9780099469681,0099469685,"&#039;Saturday&#039; is a novel set within a single day in February 2003. Henry Perowne is a contented man, but what troubles him is the state of the world. Following a minor car accident, Perowne is brought into contact with a small-time thug called Miller. This meeting has savage consequences.","Random House",,,fiction,,,279,,,,,,,,,,,,,2016-08-13,1
book,"Lolita (Penguin Classics)","Vladimir Nabokov",Vladimir,Nabokov,9780141193670,0141193670,"Humbert Humbert, a scholar, an aesthete and a romantic, has fallen completely and utterly in love with Lolita Haze, his landlady&#039;s gum-snapping, silky skinned twelve-year-old daughter. Reluctantly agreeing to marry Mrs Haze just to be close to Lolita, Humbert suffers greatly in the pursuit of romance.","Penguin Classics",2010-04-29,,"fiction, great",,,320,,,,,,,,,,,,,2016-08-13,1
book,"Pale Fire (Penguin Modern Classics)","Vladimir Nabokov",Vladimir,Nabokov,9780141185262,0141185260,"Paperback. Pub Date :2010-05-01 Pages: 256 Language: English Publisher: Penguin Books The famous American poet John Shade was murdered in 1959. This book contains his last poem. Pale Fire. together with a foreword. a lengthy commentary and notes by Shades editor Charles Kinbote. Known on campus as the Great Beaver. Kinbote is haughty. inquisitive. intolerant. but is he - can he possibly be - mad. bad. even dangerous As his wildly eccentric annotations slide into the personal. he reveals perhaps more than he should about the glorious friendship that brightened the last months of John Shades life.","Penguin Classics",2000-08-31,,"fiction, poetry",,,256,,,,,,,,,,,,,2016-08-13,1
book,"Nikolai Gogol (Penguin Classics)","Vladimir Nabokov",Vladimir,Nabokov,9781846143304,1846143306,"Nikolai Gogol Nikolai Gogol was one of the great geniuses of nineteenth century Russian literature, with a command of the irrational unmatched by any writer before or since. His strange tales, though often read as forceful demands for social change, were displays of the fantasies of the human spirit. This book tells his story. Full description","Penguin Classics",2011-02-03,,biography,,,160,,,,,,,,,,,,,2016-08-13,1
